song,performer,instance,chart_date,time_on_chart,song_length_ms,song_length_mins
Stay Schemin,Rick Ross,1.0,2012-05-05,2,267720,4.462
It's Not Right But It's Okay,Glee Cast,1.0,2012-05-12,1,258160,4.302666666666667
Scream,Usher,1.0,2012-05-12,21,234693,3.91155
"Work Hard, Play Hard",Wiz Khalifa,1.0,2012-05-12,20,219026,3.6504333333333334
Let's Go,Calvin Harris,2.0,2012-05-12,20,232800,3.88
How Will I Know,Glee Cast,1.0,2012-05-12,1,167226,2.7871
Whistle,Flo Rida,2.0,2012-05-12,29,224653,3.7442166666666665
Wanted,Hunter Hayes,1.0,2012-05-12,46,228840,3.814
"It's A Man's, Man's, Man's World",Juliet Simms,1.0,2012-05-19,1,212320,3.538666666666667
Why Ya Wanna,Jana Kramer,1.0,2012-05-19,22,221373,3.68955
Postcard From Paris,The Band Perry,2.0,2012-05-19,17,215146,3.5857666666666668
Blown Away,Carrie Underwood,2.0,2012-05-19,22,240133,4.0022166666666665
Both Of Us,B.o.B,1.0,2012-05-19,19,216120,3.602
Shake It Out,Glee Cast,1.0,2012-05-19,1,249293,4.154883333333333
The Prayer,Christina Aguilera,1.0,2012-05-26,1,188560,3.1426666666666665
I Believe I Can Fly,Jermaine Paul,1.0,2012-05-26,1,205226,3.4204333333333334
Lemme See,Usher,2.0,2012-05-26,20,252826,4.213766666666666
5-1-5-0,Dierks Bentley,1.0,2012-05-26,20,182893,3.048216666666667
Turn To You (Mother's Day Dedication),Justin Bieber,1.0,2012-05-26,1,219973,3.6662166666666667
Yesterday,Adam Levine,1.0,2012-05-26,1,131186,2.1864333333333335
99 Problems,Tony Lucca,1.0,2012-05-26,1,143760,2.396
No Lie,2 Chainz,1.0,2012-05-26,26,237826,3.963766666666667
The Fighter,Gym Class Heroes,1.0,2012-06-02,15,228533,3.808883333333333
Angel Eyes,Love And Theft,1.0,2012-06-02,20,186626,3.1104333333333334
Come Over,Kenny Chesney,1.0,2012-06-02,20,248426,4.140433333333333
Nobody's Perfect,J. Cole,1.0,2012-06-02,19,190653,3.17755
Cowboys And Angels,Dustin Lynch,1.0,2012-06-02,22,227720,3.7953333333333332
Don't Wake Me Up,Chris Brown,2.0,2012-06-09,28,222306,3.7051
Home,Phillip Phillips,3.0,2012-06-09,40,210173,3.502883333333333
How We Do (Party),Rita Ora,1.0,2012-06-09,9,247026,4.1171
Undefeated,Jason Derulo,1.0,2012-06-09,1,216280,3.6046666666666667
Around My Way (Freedom Ain't Free),Lupe Fiasco,1.0,2012-06-09,1,255773,4.262883333333333
Wide Awake,Katy Perry,1.0,2012-06-09,26,220933,3.6822166666666667
We've Got Tonight,Phillip Phillips,1.0,2012-06-09,1,248744,4.145733333333333
Die In Your Arms,Justin Bieber,1.0,2012-06-16,2,237293,3.9548833333333335
Chasing The Sun,The Wanted,1.0,2012-06-16,15,198800,3.3133333333333335
For You,Keith Urban,1.0,2012-06-16,18,289560,4.826
I'm All Yours,Jay Sean,1.0,2012-06-16,1,218573,3.6428833333333333
Gold On The Ceiling,The Black Keys,3.0,2012-06-23,6,224333,3.7388833333333333
Glass,Thompson Square,1.0,2012-06-23,11,231680,3.8613333333333335
Ho Hey,The Lumineers,1.0,2012-06-23,62,163133,2.7188833333333333
All Around The World,Justin Bieber,3.0,2012-06-23,9,244546,4.0757666666666665
Pontoon,Little Big Town,1.0,2012-06-23,20,212320,3.538666666666667
Get Low,Waka Flocka Flame,1.0,2012-06-23,1,256120,4.268666666666666
It's Time,Imagine Dragons,1.0,2012-06-23,47,237986,3.9664333333333333
My Homies Still,Lil Wayne,1.0,2012-06-23,13,247106,4.118433333333333
Snap Backs & Tattoos,Driicky Graham,1.0,2012-06-30,13,209840,3.497333333333333
Hard To Love,Lee Brice,1.0,2012-06-30,23,224293,3.7382166666666667
She's So Mean,matchbox twenty,2.0,2012-06-30,17,232320,3.872
As Long As You Love Me,Justin Bieber,2.0,2012-06-30,29,229466,3.8244333333333334
Want U Back,Cher Lloyd,1.0,2012-06-30,20,214573,3.576216666666667
Over,Blake Shelton,1.0,2012-06-30,18,193146,3.2191
Dark Side,Kelly Clarkson,1.0,2012-07-07,15,224506,3.7417666666666665
Amen,Meek Mill,1.0,2012-07-07,18,289706,4.828433333333333
One More Night,Maroon 5,1.0,2012-07-07,42,219466,3.657766666666667
Beauty And A Beat,Justin Bieber,2.0,2012-07-07,24,227986,3.7997666666666667
Right Here,Justin Bieber,1.0,2012-07-07,1,204186,3.4031
Lovin' You Is Fun,Easton Corbin,2.0,2012-07-07,20,199013,3.316883333333333
Wipe Your Eyes,Maroon 5,1.0,2012-07-14,1,214853,3.5808833333333334
Promises,NERO,2.0,2012-07-14,10,268706,4.478433333333333
Good Time,Owl City,1.0,2012-07-14,24,205933,3.4322166666666667
Lost In The Echo,Linkin Park,1.0,2012-07-14,1,205120,3.4186666666666667
The Wind,Zac Brown Band,1.0,2012-07-14,11,176800,2.9466666666666668
Windows Down,Big Time Rush,1.0,2012-07-14,1,192933,3.21555
Bag Of Money,Wale,1.0,2012-07-14,13,247293,4.12155
Get It Started,Pitbull,1.0,2012-07-21,2,245920,4.0986666666666665
I Wish You Would,DJ Khaled,2.0,2012-07-21,2,237346,3.955766666666667
Blow Me (One Last Kiss),P!nk,1.0,2012-07-21,27,255586,4.259766666666667
2 Reasons,Trey Songz,1.0,2012-07-21,20,197626,3.2937666666666665
Truck Yeah,Tim McGraw,1.0,2012-07-21,16,209013,3.48355
Pop That,French Montana,1.0,2012-07-28,22,303533,5.058883333333333
That's Why I Pray,Big,1.0,2012-07-28,10,241893,4.03155
Something To Do With My Hands,Thomas Rhett,1.0,2012-07-28,4,199346,3.322433333333333
The A Team,Ed Sheeran,1.0,2012-07-28,33,258373,4.306216666666667
50 Ways To Say Goodbye,Train,1.0,2012-07-28,20,247946,4.132433333333333
Thinkin Bout You,Frank Ocean,1.0,2012-07-28,28,200746,3.3457666666666666
Take A Little Ride,Jason Aldean,1.0,2012-08-04,20,187613,3.1268833333333332
Runaways,The Killers,1.0,2012-08-04,2,243786,4.0631
Mercy,Dave Matthews Band,1.0,2012-08-04,1,268720,4.478666666666666
Go Get It,T.I.,1.0,2012-08-04,1,217520,3.6253333333333333
Settle Down,No Doubt,1.0,2012-08-04,8,360866,6.014433333333334
Fastest Girl In Town,Miranda Lambert,1.0,2012-08-11,19,197600,3.2933333333333334
Come Wake Me Up,Rascal Flatts,1.0,2012-08-11,20,263253,4.38755
Pound The Alarm,Nicki Minaj,1.0,2012-08-11,18,205640,3.4273333333333333
Birthday Song,2 Chainz,2.0,2012-08-11,20,306600,5.11
Neon,Chris Young,1.0,2012-08-11,4,224160,3.736
New God Flow,Pusha T Kanye West,1.0,2012-08-11,1,294906,4.9151
Swimming Pools (Drank),Kendrick Lamar,2.0,2012-08-18,29,247800,4.13
Diced Pineapples,Rick Ross,2.0,2012-08-18,16,276160,4.602666666666667
Radioactive,Imagine Dragons,2.0,2012-08-18,87,186813,3.11355
Adorn,Miguel,1.0,2012-08-18,33,193146,3.2191
Enough Of No Love,Keyshia Cole,1.0,2012-08-18,9,229426,3.8237666666666668
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,1.0,2012-08-18,28,251626,4.193766666666667
New Day,50 Cent,1.0,2012-08-18,1,264840,4.414
Turn On The Lights,Future,1.0,2012-08-25,20,267946,4.465766666666667
Oh Love,Green Day,2.0,2012-08-25,4,303293,5.054883333333334
We Are Never Ever Getting Back Together,Taylor Swift,1.0,2012-08-25,24,193146,3.2191
The One That Got Away,Jake Owen,1.0,2012-08-25,20,194173,3.2362166666666665
I Will Wait,Mumford,1.0,2012-08-25,39,276720,4.612
Put It Down,Brandy,1.0,2012-09-01,14,246213,4.10355
Cruise,Florida Georgia Line,2.0,2012-09-01,54,208960,3.482666666666667
Yuck!,2 Chainz,1.0,2012-09-01,1,287573,4.792883333333333
Lamborghini Angels,Lupe Fiasco,1.0,2012-09-01,1,196253,3.2708833333333334
I Don't Like,Chief Keef,2.0,2012-09-08,3,293840,4.897333333333333
Hall Of Fame,The Script,2.0,2012-09-08,25,202533,3.37555
Kiss Tomorrow Goodbye,Luke Bryan,1.0,2012-09-08,20,203133,3.38555
Dive In,Trey Songz,2.0,2012-09-08,12,252453,4.20755
Madness,Muse,2.0,2012-09-08,29,281040,4.684
Throw That,Slaughterhouse,1.0,2012-09-08,1,237573,3.95955
Creepin',Eric Church,1.0,2012-09-08,20,232720,3.8786666666666667
Feel Again,OneRepublic,1.0,2012-09-15,20,185080,3.0846666666666667
Shinin' On Me,Jerrod Niemann,1.0,2012-09-15,7,194573,3.2428833333333333
Battle Scars,Lupe Fiasco,2.0,2012-09-15,20,250320,4.172
Take A Walk,Passion Pit,2.0,2012-09-15,22,264493,4.408216666666666
Hello,Karmin,1.0,2012-09-15,8,237546,3.9591
Ice,Kelly Rowland,2.0,2012-09-15,12,248933,4.148883333333333
Thrift Shop,Macklemore,2.0,2012-09-15,49,235613,3.9268833333333335
Gangnam Style,PSY,1.0,2012-09-22,31,219493,3.6582166666666667
Ronan,Taylor Swift,1.0,2012-09-22,2,264253,4.404216666666667
Clique,Kanye West,1.0,2012-09-22,22,293613,4.89355
No Worries,Lil Wayne,1.0,2012-09-22,22,222866,3.7144333333333335
Girl On Fire,Alicia Keys,1.0,2012-09-22,30,224920,3.748666666666667
Dance For You,Beyonce,1.0,2012-09-22,15,377466,6.2911
This Kiss,Carly Rae Jepsen,1.0,2012-09-29,1,228866,3.814433333333333
Heart Skips A Beat,Olly Murs,1.0,2012-09-29,2,202266,3.3711
Til My Last Day,Justin Moore,1.0,2012-09-29,20,234026,3.9004333333333334
Bandz A Make Her Dance,Juicy J,1.0,2012-09-29,20,278826,4.6471
Between The Raindrops,Lifehouse,2.0,2012-09-29,2,285120,4.752
It's Time,Glee Cast,1.0,2012-09-29,1,223853,3.7308833333333333
Finally Found You,Enrique Iglesias,1.0,2012-09-29,14,220813,3.6802166666666665
Try,P!nk,2.0,2012-10-06,24,247906,4.131766666666667
Celebration,Game,2.0,2012-10-06,12,288640,4.810666666666667
Beautiful,Carly Rae Jepsen,1.0,2012-10-06,1,197986,3.2997666666666667
Your Body,Christina Aguilera,1.0,2012-10-06,9,239853,3.99755
Did It For The Girl,Greg Bates,1.0,2012-10-06,16,191293,3.1882166666666665
Beer Money,Kip Moore,1.0,2012-10-06,20,218146,3.6357666666666666
To The World,Kanye West,1.0,2012-10-06,2,230946,3.8491
Don't You Worry Child,Swedish House Mafia,1.0,2012-10-06,33,212862,3.5477
Numb,Usher,1.0,2012-10-06,7,225520,3.7586666666666666
Lover's Eyes,Mumford,1.0,2012-10-13,2,342000,5.7
Don't Stop The Party,Pitbull,2.0,2012-10-13,20,206120,3.4353333333333333
Ghosts That We Knew,Mumford,1.0,2012-10-13,3,339720,5.662
I Cry,Flo Rida,1.0,2012-10-13,21,223800,3.73
Die Young,Ke$ha,1.0,2012-10-13,22,211920,3.532
Diamonds,Rihanna,1.0,2012-10-13,26,225146,3.7524333333333333
Begin Again,Taylor Swift,2.0,2012-10-13,20,238866,3.9811
Holland Road,Mumford,1.0,2012-10-13,3,250840,4.180666666666666
Whispers In The Dark,Mumford,1.0,2012-10-13,4,195866,3.2644333333333333
Babel,Mumford,1.0,2012-10-13,5,208933,3.4822166666666665
Locked Out Of Heaven,Bruno Mars,1.0,2012-10-20,36,233478,3.8913
Lover Of The Light,Mumford,1.0,2012-10-20,1,314893,5.248216666666667
Just What I Am,Kid Cudi,1.0,2012-10-20,2,228026,3.8004333333333333
Skyfall,Adele,2.0,2012-10-20,20,286480,4.774666666666667
Every Storm (Runs Out Of Rain),Gary Allan,1.0,2012-10-20,20,225640,3.760666666666667
The Scientist,Glee Cast,1.0,2012-10-20,1,254413,4.240216666666667
How Country Feels,Randy Houser,1.0,2012-10-20,20,185906,3.0984333333333334
Southern Comfort Zone,Brad Paisley,1.0,2012-10-20,20,316986,5.2831
Live While We're Young,One Direction,1.0,2012-10-20,16,200213,3.336883333333333
My Moment,DJ Drama,2.0,2012-10-20,7,198920,3.3153333333333332
Red,Taylor Swift,4.0,2012-10-20,22,208186,3.4697666666666667
Goodbye In Her Eyes,Zac Brown Band,1.0,2012-10-27,20,324266,5.404433333333333
El Cerrito Place,Kenny Chesney,1.0,2012-10-27,13,351613,5.860216666666667
I Knew You Were Trouble.,Taylor Swift,2.0,2012-10-27,36,219720,3.662
Anything Could Happen,Ellie Goulding,1.0,2012-10-27,20,286322,4.772033333333333
Sweet Nothing,Calvin Harris,2.0,2012-11-03,27,212560,3.542666666666667
Ball,T.I.,1.0,2012-11-03,20,54840,0.914
Catch My Breath,Kelly Clarkson,2.0,2012-11-03,24,250386,4.1731
Ready Or Not,Bridgit Mendler,1.0,2012-11-03,13,200946,3.3491
Night Train,Jason Aldean,2.0,2012-11-03,20,232306,3.871766666666667
State Of Grace,Taylor Swift,1.0,2012-11-03,1,295413,4.92355
m.A.A.d City,Kendrick Lamar,3.0,2012-11-10,3,350120,5.835333333333334
Fade Into You,Sam Palladio,1.0,2012-11-10,1,209226,3.4871
All Too Well,Taylor Swift,1.0,2012-11-10,1,613026,10.2171
Young & Gettin' It,Meek Mill,2.0,2012-11-10,10,205973,3.4328833333333333
Poetic Justice,Kendrick Lamar,1.0,2012-11-10,24,300160,5.002666666666666
Stay Stay Stay,Taylor Swift,1.0,2012-11-10,1,205786,3.4297666666666666
Everything Has Changed,Taylor Swift,3.0,2012-11-10,20,245426,4.090433333333333
I Almost Do,Taylor Swift,1.0,2012-11-10,1,244586,4.076433333333333
22,Taylor Swift,3.0,2012-11-10,20,230960,3.8493333333333335
Wicked Games,The Weeknd,1.0,2012-11-17,20,325305,5.42175
Better Dig Two,The Band Perry,1.0,2012-11-17,20,194680,3.244666666666667
F**kin Problems,A$AP Rocky,1.0,2012-11-17,27,233786,3.8964333333333334
Don't Rush,Kelly Clarkson,2.0,2012-11-17,3,242013,4.03355
Tip It On Back,Dierks Bentley,2.0,2012-11-17,16,206520,3.442
If I Didn't Have You,Thompson Square,2.0,2012-11-17,20,202906,3.3817666666666666
Don't Judge Me,Chris Brown,1.0,2012-11-17,20,240173,4.002883333333333
The Only Way I Know,Jason Aldean With Luke Bryan,1.0,2012-11-24,20,193186,3.2197666666666667
I Found You,The Wanted,2.0,2012-11-24,2,239891,3.9981833333333334
Rest Of My Life,Ludacris,2.0,2012-11-24,10,232026,3.8671
Tornado,Little Big Town,1.0,2012-11-24,20,223573,3.7262166666666667
Kiss You,One Direction,3.0,2012-12-01,16,182866,3.0477666666666665
Little Things,One Direction,1.0,2012-12-01,18,219040,3.6506666666666665
A Thousand Years (Part 2),Christina Perri,1.0,2012-12-01,3,305893,5.098216666666667
Just A Fool,Christina Aguilera With Blake Shelton,1.0,2012-12-01,2,251000,4.183333333333334
I'm Different,2 Chainz,1.0,2012-12-01,20,207040,3.4506666666666668
Stars,Amanda Brown,1.0,2012-12-08,1,206293,3.4382166666666665
Over You,Cassadee Pope,2.0,2012-12-08,2,216506,3.608433333333333
Remember You,Wiz Khalifa,1.0,2012-12-08,16,289600,4.826666666666667
Somebody's Heartbreak,Hunter Hayes,1.0,2012-12-08,20,227746,3.7957666666666667
Give It All We Got Tonight,George Strait,2.0,2012-12-08,20,251333,4.188883333333333
Seven Nation Army,Melanie Martinez,1.0,2012-12-08,1,175733,2.9288833333333333
Stars,Grace Potter,1.0,2012-12-08,1,215933,3.598883333333333
Scream & Shout,will.i.am,1.0,2012-12-15,24,283400,4.723333333333334
Are You Happy Now?,Cassadee Pope,1.0,2012-12-15,1,230746,3.8457666666666666
Representin',Ludacris,1.0,2012-12-15,4,245093,4.084883333333333
Oath,Cher Lloyd,2.0,2012-12-15,2,218506,3.641766666666667
Too Close,Melanie Martinez,1.0,2012-12-15,1,206000,3.433333333333333
One Of Those Nights,Tim McGraw,1.0,2012-12-15,20,236520,3.942
My Life,50 Cent,1.0,2012-12-15,3,239906,3.9984333333333333
Stubborn Love,The Lumineers,2.0,2012-12-22,15,279000,4.65
Neva End,Future,1.0,2012-12-22,20,261706,4.361766666666667
Somewhere Over The Rainbow,Nicholas David,1.0,2012-12-22,1,210853,3.5142166666666665
When I Was Your Man,Bruno Mars,3.0,2012-12-22,35,213826,3.5637666666666665
Love And War,Tamar Braxton,2.0,2012-12-22,20,241920,4.032
Let It Go,Wiz Khalifa,1.0,2012-12-22,1,258946,4.315766666666667
All I Want For Christmas Is You,Mariah Carey,4.0,2012-12-22,9,241106,4.018433333333333
Daylight,Maroon 5,1.0,2012-12-22,25,225306,3.7551
I Want To Know What Love Is,Terry McDermott,1.0,2012-12-22,1,222133,3.7022166666666667
Let It Be,Terry McDermott,1.0,2012-12-29,1,234520,3.9086666666666665
Stupid Boy,Cassadee Pope,1.0,2012-12-29,1,219040,3.6506666666666665
Guap,Big Sean,1.0,2012-12-29,12,271653,4.52755
Love Sosa,Chief Keef,1.0,2012-12-29,14,246213,4.10355
Merry Go 'round,Kacey Musgraves,1.0,2012-12-29,15,206893,3.4482166666666667
All Gold Everything,Trinidad James,1.0,2012-12-29,20,187906,3.1317666666666666
Two Black Cadillacs,Carrie Underwood,1.0,2012-12-29,20,297946,4.965766666666667
Who Booty,Jonn Hart,1.0,2012-12-29,15,189613,3.1602166666666665
Cry,Cassadee Pope,1.0,2013-01-05,1,208320,3.472
King Wizard,Kid Cudi,1.0,2013-01-05,2,256239,4.27065
Crying On A Suitcase,Casey James,1.0,2013-01-05,9,221386,3.689766666666667
C'mon,Ke$ha,1.0,2013-01-05,16,214306,3.5717666666666665
I Dreamed A Dream,Anne Hathaway,1.0,2013-01-12,3,277533,4.62555
Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,1.0,2013-01-12,44,128013,2.13355
Bellas Finals: Price Tag / Don't You (Forget About Me)...,The Barden Bellas,1.0,2013-01-12,6,216413,3.606883333333333
Rock Me,One Direction,1.0,2013-01-12,1,200266,3.3377666666666665
Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,The Barden Bellas,1.0,2013-01-19,5,224266,3.7377666666666665
On My Own,Samantha Barks,1.0,2013-01-19,1,191066,3.1844333333333332
Pour It Up,Rihanna,1.0,2013-01-19,20,161200,2.6866666666666665
Carry On,fun.,1.0,2013-01-19,20,278373,4.63955
I Drive Your Truck,Lee Brice,1.0,2013-01-19,20,234840,3.914
Demons,Imagine Dragons,3.0,2013-01-26,61,175200,2.92
Suit & Tie,Justin Timberlake,1.0,2013-01-26,26,326280,5.438
The Moment I Knew,Taylor Swift,1.0,2013-01-26,1,285280,4.754666666666667
We Still In This B****,B.o.B,2.0,2013-01-26,20,247986,4.1331
"Bitch, Don't Kill My Vibe",Kendrick Lamar,3.0,2013-01-26,21,310720,5.1786666666666665
If I Lose Myself,OneRepublic,2.0,2013-01-26,5,214813,3.580216666666667
Sure Be Cool If You Did,Blake Shelton,1.0,2013-01-26,20,215720,3.5953333333333335
Love Me,Lil Wayne,1.0,2013-02-02,22,255053,4.250883333333333
Wild For The Night,A$AP Rocky,2.0,2013-02-02,16,212640,3.544
Troublemaker,Olly Murs,1.0,2013-02-02,20,185586,3.0931
Wagon Wheel,Darius Rucker,2.0,2013-02-02,26,298373,4.972883333333334
Long Live A$AP,A$AP Rocky,1.0,2013-02-02,1,289586,4.826433333333333
Mama's Broken Heart,Miranda Lambert,1.0,2013-02-09,20,177773,2.9628833333333335
Get Your Shine On,Florida Georgia Line,1.0,2013-02-09,20,222013,3.7002166666666665
Bad Ass,Kid Ink,1.0,2013-02-09,1,298360,4.972666666666667
Dope,Tyga,1.0,2013-02-09,10,223080,3.718
Feel This Moment,Pitbull,1.0,2013-02-09,24,229506,3.8251
Let There Be Cowgirls,Chris Cagle,1.0,2013-02-09,3,273480,4.558
Nothing Like Us,Justin Bieber,1.0,2013-02-16,2,199800,3.33
Loveeeeeee Song,Rihanna,1.0,2013-02-16,20,256320,4.272
I Love It,Icona Pop,1.0,2013-02-16,29,157152,2.6192
Same Love,Macklemore,2.0,2013-02-16,30,318525,5.30875
Can't Hold Us,Macklemore,2.0,2013-02-16,39,258431,4.307183333333334
Let Me Love You (Until You Learn To Love Yourself),Glee Cast,1.0,2013-02-16,1,219040,3.6506666666666665
Yolo,The Lonely Island,1.0,2013-02-16,1,184640,3.0773333333333333
As Long As You Love Me (Acoustic),Justin Bieber,1.0,2013-02-16,1,221693,3.6948833333333333
R.I.P.,Young Jeezy,1.0,2013-02-23,14,199973,3.332883333333333
Bad,Wale,2.0,2013-02-23,26,238826,3.9804333333333335
Pirate Flag,Kenny Chesney,1.0,2013-02-23,18,225426,3.7571
Highway Don't Care,Tim McGraw With Taylor Swift,2.0,2013-02-23,20,279066,4.6511
Started From The Bottom,Drake,1.0,2013-02-23,22,174133,2.9022166666666664
Downtown,Lady Antebellum,1.0,2013-02-23,20,195866,3.2644333333333333
I Can Take It From There,Chris Young,1.0,2013-02-23,12,158293,2.6382166666666667
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,1.0,2013-02-23,26,186826,3.113766666666667
Stay,Rihanna,1.0,2013-02-23,32,240706,4.0117666666666665
Bugatti,Ace Hood,1.0,2013-03-02,20,269266,4.4877666666666665
Just Give Me A Reason,P!nk,1.0,2013-03-02,36,242733,4.04555
Hold On,Alabama Shakes,1.0,2013-03-02,2,226186,3.7697666666666665
She Don't Put It Down,Joe Budden,1.0,2013-03-02,1,243186,4.0531
Alive,Krewella,1.0,2013-03-02,20,290760,4.846
Harlem Shake,Baauer,1.0,2013-03-02,20,196664,3.2777333333333334
Mirrors,Justin Timberlake,1.0,2013-03-02,42,484146,8.0691
One Way Or Another (Teenage Kicks),One Direction,1.0,2013-03-02,8,157293,2.62155
Power Trip,J. Cole,1.0,2013-03-02,29,241160,4.019333333333333
Like Jesus Does,Eric Church,1.0,2013-03-09,17,198733,3.3122166666666666
Hey Porsche,Nelly,1.0,2013-03-09,4,209146,3.4857666666666667
Karate Chop (Remix),Future,3.0,2013-03-09,12,276373,4.606216666666667
Next To Me,Emeli Sande,1.0,2013-03-09,20,196866,3.2811
As Your Friend,Afrojack,1.0,2013-03-09,3,240004,4.000066666666667
More Than Miles,Brantley Gilbert,1.0,2013-03-16,19,252866,4.214433333333333
Levitate,Hadouken!,1.0,2013-03-16,15,285266,4.754433333333333
Heart Attack,Demi Lovato,1.0,2013-03-16,20,210840,3.514
Gold,Britt Nicole,1.0,2013-03-16,3,179333,2.9888833333333333
It's A Beautiful Day,Michael Buble,1.0,2013-03-16,1,199266,3.3211
"Gone, Gone, Gone",Phillip Phillips,1.0,2013-03-23,30,209693,3.494883333333333
Beat This Summer,Brad Paisley,2.0,2013-03-23,20,281453,4.690883333333334
Buzzkill,Luke Bryan,1.0,2013-03-23,2,217853,3.6308833333333332
Kisses Down Low,Kelly Rowland,1.0,2013-03-23,13,254866,4.247766666666666
Show Out,Juicy J,1.0,2013-03-23,8,269160,4.486
So Many Girls,DJ Drama,1.0,2013-03-30,1,209240,3.4873333333333334
1994,Jason Aldean,1.0,2013-03-30,11,242680,4.044666666666667
DONE.,The Band Perry,1.0,2013-03-30,20,205266,3.4211
Freaks,French Montana,2.0,2013-03-30,7,181920,3.032
Anywhere With You,Jake Owen,1.0,2013-04-06,20,209586,3.4931
Pusher Love Girl,Justin Timberlake,1.0,2013-04-06,2,482360,8.039333333333333
#thatPOWER,will.i.am,1.0,2013-04-06,16,279506,4.658433333333333
Wop,J. Dash,2.0,2013-04-06,15,231714,3.8619
Rich As F**k,Lil Wayne,1.0,2013-04-06,20,205800,3.43
Molly,Tyga,1.0,2013-04-06,12,218440,3.6406666666666667
Hey Pretty Girl,Kip Moore,1.0,2013-04-06,20,215920,3.5986666666666665
Clarity,Zedd,1.0,2013-04-06,33,271426,4.523766666666667
The Phoenix,Fall Out Boy,1.0,2013-04-13,1,244960,4.082666666666666
The Way,Ariana Grande,1.0,2013-04-13,26,227026,3.7837666666666667
Lego House,Ed Sheeran,1.0,2013-04-13,16,185093,3.0848833333333334
Boys 'round Here,Blake Shelton,1.0,2013-04-13,21,288760,4.812666666666667
Wings,Little Mix,1.0,2013-04-20,9,221720,3.695333333333333
High School,Nicki Minaj,1.0,2013-04-20,14,218746,3.645766666666667
Pom Poms,Jonas Brothers,1.0,2013-04-20,1,198053,3.300883333333333
Fine China,Chris Brown,1.0,2013-04-20,16,213200,3.5533333333333332
Come & Get It,Selena Gomez,1.0,2013-04-27,22,231986,3.866433333333333
I Hit It First,Ray J,2.0,2013-04-27,3,205714,3.4285666666666668
